symbol,yf_symbol,company,sector,marketCap,trailingPE,beta,vol_30d,ret_1m,total_esg,environment_score,social_score,governance_score,source,imputed,label_note
DHAMPURSUG.NS,DHAMPURSUG.NS,Dhampur Sugar Mills Limited,Consumer Defensive,8739255296.0,17.243654,0.616,0.015302637423002082,-0.006725132663902289,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
DHANBANK.NS,DHANBANK.NS,Dhanlaxmi Bank Limited,Financial Services,10676788224.0,9.033444,0.073,0.01678064355894221,0.057142897668017945,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
DHANUKA.NS,DHANUKA.NS,Dhanuka Agritech Limited,Basic Materials,64471166976.0,21.322697,0.175,0.010599568946581869,-0.05467403973733331,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
DHARAN.NS,DHARAN.NS,Dharan Infra-EPC Limited,Real Estate,2355431168.0,,1.277,0.03233034026030464,-0.26666669978035684,40.0,35.0,40.0,45.0,sector_proxy,True,imputed_from_sector(Real Estate)
DHARMAJ.NS,DHARMAJ.NS,Dharmaj Crop Guard Limited,Basic Materials,10091951104.0,19.189276,-0.409,0.019158102827140547,-0.08090972594800416,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
DHRUV.NS,DHRUV.NS,Dhruv Consultancy Services Limited,Industrials,1027164928.0,12.085779,0.527,0.020087517709888494,-0.035662815668429104,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
DHUNINV.NS,DHUNINV.NS,Dhunseri Investments Limited,Financial Services,8669990912.0,8.8946085,0.396,0.011811823611692156,-0.01692800333063771,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
DIACABS.NS,DIACABS.NS,Diamond Power Infrastructure Limited,Industrials,79351201792.0,209.125,0.811,0.026742283204312663,-0.03026983202753597,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
DIAMINESQ.NS,DIAMINESQ.NS,Diamines and Chemicals Limited,Basic Materials,2713695232.0,167.57576,0.178,0.02524107338047684,-0.23130389041839705,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
DIAMONDYD.NS,DIAMONDYD.NS,Prataap Snacks Limited,Consumer Defensive,25162897408.0,,0.026,0.015277347469260112,0.039545839376079917,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
DICIND.NS,DICIND.NS,DIC India Limited,Basic Materials,4777360896.0,29.620218,-0.144,0.019100163433637147,-0.015283819264094722,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
DIFFNKG.NS,DIFFNKG.NS,DIFFUSION ENGINEERS LTD,Industrials,13718595584.0,33.59762,,0.02293709891046835,0.0031472192547714606,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
DIGIDRIVE.NS,DIGIDRIVE.NS,Digidrive Distributors Limited,Consumer Cyclical,1127911552.0,17.556887,,0.015488055847629799,-0.06055749583756742,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
DIGISPICE.NS,DIGISPICE.NS,DiGiSPICE Technologies Limited,Technology,6046537216.0,,0.614,0.04362647223595003,-0.08507620334703525,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
DIGITIDE.NS,DIGITIDE.NS,Digitide Solutions Limited,Industrials,25915707392.0,,,0.027413688300377503,0.05589274658390364,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
DIL.NS,DIL.NS,Debock Industries Limited,Industrials,322217504.0,2.64,-0.969,0.031283176961376016,-0.12389379317314775,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
DISHTV.NS,DISHTV.NS,Dish TV India Limited,Communication Services,8027877376.0,,0.015,0.01646857460272007,-0.15339804800463097,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Communication Services)
DIVGIITTS.NS,DIVGIITTS.NS,Divgi TorqTransfer Systems Limited,Consumer Cyclical,19129620480.0,69.73244,-0.413,0.013899230680909785,-0.08028227840898994,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
DIVISLAB.NS,DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,1709219381248.0,74.03127,0.175,0.017568779556790693,0.09182635238256731,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
DIXON.NS,DIXON.NS,Dixon Technologies (India) Limited,Technology,930224996352.0,59.72492,0.023,0.018323975776259258,-0.15547742006372922,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
DJML.NS,DJML.NS,DJ Mediaprint & Logistics Limited,Industrials,2887460096.0,39.506668,-0.831,0.028791931472809524,-0.08076523066256125,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
DLF.NS,DLF.NS,DLF Limited,Real Estate,1916014952448.0,42.8125,0.393,0.01275716660985476,0.07350391914189669,60.0,55.0,60.0,65.0,sector_proxy,True,imputed_from_sector(Real Estate)
DLINKINDIA.NS,DLINKINDIA.NS,D-Link (India) Limited,Technology,16078321664.0,15.3008795,0.118,0.01487074236398898,-0.05933698047414104,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
DMART.NS,DMART.NS,Avenue Supermarts Limited,Consumer Defensive,2747550138368.0,101.14786,0.369,0.010795979214650444,-0.07764089808236352,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
DMCC.NS,DMCC.NS,DMCC Speciality Chemicals Limited,Basic Materials,7829892096.0,28.056303,0.101,0.018189455658125745,-0.005070434631064713,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
DNAMEDIA.NS,DNAMEDIA.NS,Diligent Media Corporation Limited,Communication Services,510852800.0,5.493671,-0.632,0.017042084759104466,-0.07855623833596592,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Communication Services)
DODLA.NS,DODLA.NS,Dodla Dairy Limited,Consumer Defensive,78860509184.0,30.592089,0.183,0.015448752474082242,-0.039459234535107135,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
DOLATALGO.NS,DOLATALGO.NS,Dolat Algotech Limited,Financial Services,14164268032.0,7.746384,-0.504,0.015523781193628478,-0.018930086399075674,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
DOLLAR.NS,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,20281587712.0,20.867405,0.288,0.011292166249640792,-0.03367598538260064,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
DOLPHIN.NS,DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,Energy,15277772800.0,30.039806,-0.046,0.014479860983361932,-0.02970301691977384,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Energy)
DOMS.NS,DOMS.NS,DOMS Industries Limited,Industrials,154408042496.0,74.27862,,0.014505235179656174,-0.004696121696355471,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
DONEAR.NS,DONEAR.NS,Donear Industries Limited,Consumer Cyclical,5131360256.0,16.09788,0.164,0.02503999563914051,0.018895217964754796,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
DPABHUSHAN.NS,DPABHUSHAN.NS,D. P. Abhushan Limited,Consumer Cyclical,31103041536.0,24.881302,-0.921,0.012700826719804544,-0.090818082078724,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
DPSCLTD.NS,DPSCLTD.NS,India Power Corporation Limited,Utilities,11364124672.0,291.75,0.118,0.014643557898842464,-0.05582521031952792,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Utilities)
DPWIRES.NS,DPWIRES.NS,D.P. Wires Limited,Industrials,3718014976.0,19.873333,0.062,0.01741957872439713,-0.028515561845492976,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
DRCSYSTEMS.NS,DRCSYSTEMS.NS,DRC Systems India Limited,Technology,2614584320.0,16.793104,0.862,0.021953918830490065,-0.023558957530279034,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Technology)
DREAMFOLKS.NS,DREAMFOLKS.NS,Dreamfolks Services Limited,Industrials,6774328320.0,9.827666,-0.083,0.0479677330081171,0.18330693890833571,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
DREDGECORP.NS,DREDGECORP.NS,Dredging Corporation of India Limited,Industrials,18195961856.0,,0.515,0.022314690851481345,-0.02882383874179384,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
DRREDDY.NS,DRREDDY.NS,Dr. Reddy's Laboratories Limited,Healthcare,1073696079872.0,18.354448,0.327,0.01079812450630597,0.011135566017813847,26.59,2.84,14.6,9.15,yahoo,False,yahoo
DSSL.NS,DSSL.NS,Dynacons Systems & Solutions Limited,Technology,11789392896.0,15.822796,0.326,0.03855869172277575,0.04479550037464741,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
DTIL.NS,DTIL.NS,Dhunseri Tea & Industries Limited,Consumer Defensive,1733952256.0,,0.038,0.04238173125964005,-0.11212239243083866,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
DUCON.NS,DUCON.NS,Ducon Infratechnologies Limited,Industrials,1550213504.0,11.849999,0.682,0.037492328313703464,-0.15357145502859282,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
DVL.NS,DVL.NS,Dhunseri Ventures Limited,Financial Services,11833112576.0,8.137042,0.55,0.043861334368130576,-0.07942777628469855,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
DWARKESH.NS,DWARKESH.NS,Dwarikesh Sugar Industries Limited,Consumer Defensive,8319373312.0,35.07874,0.298,0.017901351769668682,0.06375353631445058,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
DYCL.NS,DYCL.NS,Dynamic Cables Limited,Industrials,20046989312.0,29.067556,-0.269,0.026381314047487496,0.009161984148156943,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
DYNAMATECH.NS,DYNAMATECH.NS,Dynamatic Technologies Limited,Consumer Cyclical,53053718528.0,124.99198,0.249,0.02746191500730331,0.12894813097652857,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
DYNPRO.NS,DYNPRO.NS,Dynemic Products Limited,Basic Materials,3854664192.0,22.15357,-0.319,0.019553243068761647,-0.07652229191596327,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
E2E.NS,E2E.NS,E2E Networks Limited,Technology,62312898560.0,163.7428,0.457,0.03321698922222145,-0.06053669760085134,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
EASEMYTRIP.NS,EASEMYTRIP.NS,Easy Trip Planners Limited,Consumer Cyclical,28912982016.0,37.857143,-0.104,0.011917931532545346,-0.050179221270788665,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
EBGNG.NS,EBGNG.NS,GNG ELECTRONICS LIMITED,Technology,36996739072.0,53.725166,,0.02532466430117992,-0.07890998795408866,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
ECLERX.NS,ECLERX.NS,eClerx Services Limited,Technology,221430824960.0,36.906586,0.528,0.026230654711129932,0.11076051385536845,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
ECOSMOBLTY.NS,ECOSMOBLTY.NS,ECOS (INDIA) MOB & HOSP L,Industrials,12854400000.0,21.488466,,0.016276337987379493,-0.20253113582532012,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
EDELWEISS.NS,EDELWEISS.NS,Edelweiss Financial Services Limited,Financial Services,113152303104.0,20.063759,0.561,0.02326382930029001,0.034160725343439946,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
EFCIL.NS,EFCIL.NS,EFC (I) Limited,Real Estate,29821212672.0,23.311283,0.957,0.022553093575817165,-0.022515986748928518,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
EICHERMOT.NS,EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,1920631570432.0,39.759823,0.202,0.008943633689635787,0.002361866590323558,13.33,3.59,3.28,6.45,yahoo,False,yahoo
EIDPARRY.NS,EIDPARRY.NS,E.I.D.- Parry (India) Limited,Basic Materials,190382850048.0,18.455173,0.162,0.012018016784573208,0.008194474561842746,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
EIEL.NS,EIEL.NS,ENVIRO INFRA ENGINEERS L,Industrials,42120179712.0,22.44715,,0.01736493216897364,-0.0521409257279839,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
EIFFL.NS,EIFFL.NS,Euro India Fresh Foods Limited,Consumer Defensive,5768231936.0,103.37333,-0.171,0.020255437286355933,0.022373610276442246,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
EIHAHOTELS.NS,EIHAHOTELS.NS,EIH Associated Hotels Limited,Consumer Cyclical,23244150784.0,24.641474,-0.227,0.012223718113639249,0.011803745907244645,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
EIHOTEL.NS,EIHOTEL.NS,EIH Limited,Consumer Cyclical,246112059392.0,36.171875,-0.378,0.019881151295476792,0.03784276140292642,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
EIMCOELECO.NS,EIMCOELECO.NS,Eimco Elecon (India) Limited,Industrials,10624211968.0,25.98843,-0.052,0.05767696312879047,0.01728806894676893,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
EKC.NS,EKC.NS,Everest Kanto Cylinder Limited,Industrials,16616835072.0,13.661439,0.935,0.01589432401682759,-0.009762665891500433,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
ELDEHSG.NS,ELDEHSG.NS,Eldeco Housing and Industries Limited,Real Estate,8490252800.0,49.7785,0.768,0.02531413367078927,0.05330586891073019,50.0,45.0,50.0,55.0,sector_proxy,True,imputed_from_sector(Real Estate)
ELECON.NS,ELECON.NS,Elecon Engineering Company Limited,Industrials,125170114560.0,24.181858,0.718,0.02370436202429275,-0.046710560737054485,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ELECTCAST.NS,ELECTCAST.NS,Electrosteel Castings Limited,Industrials,56372072448.0,9.824163,0.106,0.016114368358704483,-0.05224265620131885,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ELECTHERM.NS,ELECTHERM.NS,Electrotherm (India) Limited,Basic Materials,12579332096.0,3.474403,0.416,0.03335271879130491,-0.06472601655792332,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ELGIEQUIP.NS,ELGIEQUIP.NS,Elgi Equipments Limited,Industrials,156968189952.0,43.32171,-0.048,0.01924291297628232,0.002825416541845316,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ELGIRUBCO.NS,ELGIRUBCO.NS,Elgi Rubber Company Limited,Consumer Cyclical,3084581632.0,,0.085,0.014990146600814921,-0.11476589145723726,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ELIN.NS,ELIN.NS,Elin Electronics Limited,Industrials,10592807936.0,31.369116,0.323,0.02418688148967353,-0.001217445131376893,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
ELLEN.NS,ELLEN.NS,ELLENBARRIE INDUS GASES L,Basic Materials,62962978816.0,,,0.020008864503421746,-0.10119704059608525,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
EMAMILTD.NS,EMAMILTD.NS,Emami Limited,Consumer Defensive,240336896000.0,29.381002,0.205,0.013248031470193026,-0.034035130550986836,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
EMAMIPAP.NS,EMAMIPAP.NS,Emami Paper Mills Limited,Basic Materials,6038409728.0,41.2438,0.047,0.017725645074168305,-0.002897112087392517,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
EMAMIREAL.NS,EMAMIREAL.NS,Emami Realty Limited,Real Estate,3900777472.0,,-0.002,0.021388877557863364,-0.1976377700348816,40.0,35.0,40.0,45.0,sector_proxy,True,imputed_from_sector(Real Estate)
EMBDL.NS,EMBDL.NS,Embassy Developments Limited,Real Estate,127348817920.0,,0.709,0.023520526205019626,-0.01295502210604782,60.0,55.0,60.0,65.0,sector_proxy,True,imputed_from_sector(Real Estate)
EMCURE.NS,EMCURE.NS,EMCURE PHARMACEUTICALS L,Healthcare,251362983936.0,33.78344,,0.021038018981405605,0.0001508154808500528,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
EMIL.NS,EMIL.NS,Electronics Mart India Limited,Consumer Cyclical,57446879232.0,54.677658,-0.008,0.02177949838317342,-0.012568591119257455,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
EMKAY.NS,EMKAY.NS,Emkay Global Financial Services Limited,Financial Services,8406150144.0,17.628134,0.237,0.0657462564853485,-0.05354374759508451,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
EMMBI.NS,EMMBI.NS,Emmbi Industries Limited,Consumer Cyclical,1977320448.0,24.469048,-0.247,0.0183438996596016,0.002145232420886156,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
EMSLIMITED.NS,EMSLIMITED.NS,EMS Limited,Industrials,28981530624.0,15.715147,0.082,0.01432907161017516,-0.07060807450952045,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
EMUDHRA.NS,EMUDHRA.NS,eMudhra Limited,Technology,53360377856.0,59.067875,-0.169,0.01562551889579977,0.007097726885323397,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Technology)
ENDURANCE.NS,ENDURANCE.NS,Endurance Technologies Limited,Consumer Cyclical,411607629824.0,47.915504,0.687,0.016844056046526393,0.07779003726404232,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ENERGYDEV.NS,ENERGYDEV.NS,Energy Development Company Limited,Utilities,949515008.0,,0.548,0.017354097188504728,0.0020192285010462996,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Utilities)
ENGINERSIN.NS,ENGINERSIN.NS,Engineers India Limited,Industrials,111215992832.0,20.098577,0.773,0.013970916381846,-0.0054312386115416,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ENIL.NS,ENIL.NS,Entertainment Network (India) Limited,Communication Services,6586144768.0,56.1626,0.213,0.014634816912410446,-0.14952289161243748,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Communication Services)
ENRIN.NS,ENRIN.NS,Siemens Energy India Limited,Utilities,1105066983424.0,,,0.015517924331133645,-0.1208968745668213,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Utilities)
ENTERO.NS,ENTERO.NS,Entero Healthcare Solutions Limited,Healthcare,48377556992.0,47.335037,,0.01689613603444749,0.005971207178480542,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Healthcare)
EPACK.NS,EPACK.NS,EPACK Durable Limited,Consumer Cyclical,32491546624.0,59.236843,,0.01678142522450757,-0.06893699274991871,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
EPACKPEB.NS,EPACKPEB.NS,EPACK PREFAB TECHN LTD,Industrials,25310889984.0,42.70678,,0.05539839436260001,0.30424323787980523,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
EPIGRAL.NS,EPIGRAL.NS,Epigral Limited,Basic Materials,73338142720.0,16.754835,-0.203,0.011854213779281607,-0.0059143736456785945,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
EPL.NS,EPL.NS,EPL Limited,Consumer Cyclical,64893452288.0,16.424635,0.384,0.012780698725058492,-0.04061347180796715,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
EQUIPPP.NS,EQUIPPP.NS,Equippp Social Impact Technologies Limited,Basic Materials,1956491520.0,Infinity,-0.922,0.0334769718146198,-0.10114499162622959,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Basic Materials)
EQUITASBNK.NS,EQUITASBNK.NS,Equitas Small Finance Bank Limited,Financial Services,68716072960.0,,-0.009,0.013652105953784202,0.05350588296503167,65.0,60.0,65.0,70.0,sector_proxy,True,imputed_from_sector(Financial Services)
ERIS.NS,ERIS.NS,Eris Lifesciences Limited,Healthcare,222341578752.0,57.5,-0.077,0.010517491400679617,0.0014144572059884286,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
ESABINDIA.NS,ESABINDIA.NS,ESAB India Limited,Industrials,77048389632.0,44.60988,0.345,0.0079480305042392,-0.0025807546951585048,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ESAFSFB.NS,ESAFSFB.NS,ESAF Small Finance Bank,Financial Services,14723179520.0,,,0.014810347900439324,-0.007311946013000337,55.0,50.0,55.0,60.0,sector_proxy,True,imputed_from_sector(Financial Services)
ESCORTS.NS,ESCORTS.NS,Escorts Kubota Limited,Industrials,409755058176.0,33.364986,0.143,0.01967156433127246,0.03369598664883933,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Industrials)
ESSARSHPNG.NS,ESSARSHPNG.NS,Essar Shipping Limited,Industrials,7556498432.0,1.0450114,0.877,0.0574181318620174,0.22892788099996508,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
ESSENTIA.NS,ESSENTIA.NS,Integra Essentia Limited,Consumer Defensive,1868458496.0,175.0,-0.179,0.02097758166267373,-0.06417112538095182,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Consumer Defensive)
ESTER.NS,ESTER.NS,Ester Industries Limited,Basic Materials,10826461184.0,45.49794,-0.057,0.019773389826425576,-0.0059342173607755955,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
ETERNAL.NS,ETERNAL.NS,Eternal Limited,Consumer Cyclical,3044936777728.0,1673.0,0.319,0.014586262741146739,0.007073005578677627,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
ETHOSLTD.NS,ETHOSLTD.NS,Ethos Limited,Consumer Cyclical,76712886272.0,78.716324,0.01,0.015726608521042094,0.12266735783053662,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
EUREKAFORB.NS,EUREKAFORB.NS,Eureka Forbes Limited,Consumer Cyclical,109497024512.0,64.15533,0.013,0.012659948163265254,-0.013425180665875391,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
EUROBOND.NS,EUROBOND.NS,EURO PANEL PRODUCTS LTD,Industrials,5093550080.0,24.230768,-0.49,0.018637331815977994,-0.01632369106884002,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
EUROPRATIK.NS,EUROPRATIK.NS,EURO PRATIK SALES LIMITED,Basic Materials,30598678528.0,40.026737,,0.030983009325767117,0.22850923494496134,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
EUROTEXIND.NS,EUROTEXIND.NS,Eurotex Industries and Exports Limited,Real Estate,131401768.0,,0.4,0.027876130991550202,-0.1269543315840358,40.0,35.0,40.0,45.0,sector_proxy,True,imputed_from_sector(Real Estate)
EVEREADY.NS,EVEREADY.NS,Eveready Industries India Limited,Industrials,27802593280.0,33.349346,0.384,0.02391303746057226,-0.03743384332382038,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
EVERESTIND.NS,EVERESTIND.NS,Everest Industries Limited,Industrials,9460030464.0,,-0.015,0.022518738820227948,-0.165137646051155,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
EXCEL.NS,EXCEL.NS,Excel Realty N Infra Limited,Industrials,2228898304.0,157.00002,-0.15,0.02963942171075751,0.0,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
EXCELINDUS.NS,EXCELINDUS.NS,Excel Industries Limited,Basic Materials,14219966464.0,16.153076,0.133,0.009223520500906674,-0.01179348351170939,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
EXICOM.NS,EXICOM.NS,Exicom Tele-Systems Limited,Industrials,19336261632.0,,,0.02855218060188008,-0.07084608468556819,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Industrials)
EXIDEIND.NS,EXIDEIND.NS,Exide Industries Limited,Consumer Cyclical,323722739712.0,38.261307,0.518,0.011534269367009653,-0.0316672564739533,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
EXPLEOSOL.NS,EXPLEOSOL.NS,Expleo Solutions Limited,Technology,15834013696.0,15.879377,-0.078,0.019724362444696428,0.03990421505278419,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Technology)
EXXARO.NS,EXXARO.NS,Exxaro Tiles Limited,Industrials,3306364928.0,67.181816,0.093,0.03712356239395752,-0.13364594398275653,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Industrials)
FABTECH.NS,FABTECH.NS,FABTECH TECHNOLOGIES LTD,Healthcare,11353177088.0,24.464561,,0.04506783377514607,0.3533887515478841,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Healthcare)
FACT.NS,FACT.NS,The Fertilisers and Chemicals Travancore Limited,Basic Materials,581685411840.0,633.0634,0.36,0.013306145877361814,-0.06984323984419405,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Basic Materials)
FAIRCHEMOR.NS,FAIRCHEMOR.NS,Fairchem Organics Limited,Basic Materials,9785140224.0,104.67224,-0.093,0.009401201451544862,-0.04565109778679266,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
FAZE3Q.NS,FAZE3Q.NS,Faze Three Limited,Consumer Cyclical,12407296000.0,26.905264,-0.32,0.03320092930363013,0.08270680676765685,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Consumer Cyclical)
FCL.NS,FCL.NS,Fineotex Chemical Limited,Basic Materials,29268234240.0,27.9442,0.353,0.018012039693182554,0.041129936558967684,50.0,50.0,50.0,50.0,sector_proxy,True,imputed_from_sector(Basic Materials)
FCSSOFT.NS,FCSSOFT.NS,FCS Software Solutions Limited,Technology,3863590144.0,226.0,0.884,0.038397381688903116,-0.01739128812274282,40.0,40.0,40.0,40.0,sector_proxy,True,imputed_from_sector(Technology)
FDC.NS,FDC.NS,FDC Limited,Healthcare,70407282688.0,26.137323,-0.061,0.01623091633880755,-0.06915869121108864,60.0,60.0,60.0,60.0,sector_proxy,True,imputed_from_sector(Healthcare)
